date,股票代码,open,close,high,low,volume,amount,amplitude,pct_change,change_amount,turnover,momentum_1m,momentum_3m,momentum_6m,volume_ma20,volume_momentum,historical_volatility,volatility_regime,volatility_z_score,atr,atr_ratio,hurst_exponent,skewness,kurtosis,ma5,ma10,ma20,ma60,macd,singal_line,macd_hist,rsi,bb_middle,bb_upper,bb_lower,volume_ma5,volume_ratio,price_momentum,price_acceleration,daily_return,volatility_5d,volatility_20d
2024-11-22,600519,1489.67,1456.34,1496.29,1456.34,33436,5107288992.0,2.67,-2.5,-37.31,0.27,,,,,,,0.0,,39.181428571428604,0.02690403928439005,,,,1488.2559999999999,1507.039,,,-4.629265961386409,2.957734982429971,-7.5870009438163795,,,,,26680.2,1.2532139938980966,-0.033949798344300564,-0.015116701492127627,-0.024979078097278617,0.18148466261858073,
2024-11-25,600519,1459.52,1447.09,1480.52,1445.19,33186,5011136234.0,2.43,-0.64,-9.25,0.26,,,,,,,0.0,,38.72714285714288,0.02676208311656005,,,,1476.17,1497.0949999999998,,,-8.645013446062649,0.6371852967314471,-9.282198742794096,,,,,27899.0,1.1895050001792178,-0.0400857036722565,-0.006135905327955937,-0.006351538789019062,0.1717644110338632,
2024-11-26,600519,1447.09,1457.52,1467.4,1437.4,25745,3876885984.0,2.07,0.72,10.43,0.2,,,,,,,0.0,,38.886428571428596,0.026679859330526235,,,,1469.5859999999998,1490.275,,,-10.860712889087381,-1.6623943404323185,-9.198318548655063,,,,,26394.8,0.975381514540743,-0.022087437266847476,0.017998266405409025,0.007207568292227906,0.19819583547973516,
2024-11-27,600519,1457.52,1467.57,1470.67,1453.52,25934,3927607772.0,1.18,0.69,10.05,0.21,,,,,,,0.0,,33.597142857142885,0.022893042823949036,,,,1464.434,1484.33,,,-11.671181536595896,-3.6641517796650342,-8.007029756930862,,,,,27312.6,0.9495251275967869,-0.017250038504550202,0.004837398762297274,0.006895274164333998,0.2108897744394673,
2024-11-28,600519,1470.52,1466.52,1473.51,1450.52,23952,3627662382.0,1.57,-0.07,-1.05,0.19,,,,,,,0.0,,30.51785714285716,0.020809710841214003,,,,1459.008,1478.75,,,-12.256919861149754,-5.382705395961978,-6.874214465187776,,,,,28450.6,0.8418803118387662,-0.01816355906671585,-0.0009135205621656484,-0.0007154684274003342,0.2099865200110658,
2024-11-29,600519,1465.52,1474.26,1503.52,1461.73,36088,5534035503.0,2.85,0.53,7.74,0.29,,,,35569.55,1.0145756693576387,,0.0,,30.44714285714287,0.02065249200082948,,,,1462.592,1475.424,1504.0625,,-11.958715758037897,-6.697907468377163,-5.260808289660734,,1504.0625,1579.9579008383978,1428.1670991616022,28981.0,1.2452296332079638,0.012304818929645522,0.030468377996361373,0.005277800507323516,0.09320034280910591,
2024-12-02,600519,1474.52,1473.52,1478.51,1463.62,26820,4086609952.0,1.01,-0.05,-0.74,0.21,-0.01550056122721688,,,35455.9,0.7564326388555924,0.2547085979616794,0.0,,28.007142857142885,0.01900696485771682,,1.6666701293527615,5.450689504484187,1467.878,1472.024,1502.9025,,-11.64782974268769,-7.687891923239269,-3.959937819448422,,1502.9025,1579.9705510977149,1425.834448902285,27707.8,0.9679584810053486,0.018264240648473873,0.0059594217188283505,-0.0005019467393810872,0.0625646465132769,0.2547085979616794
2024-12-03,600519,1472.52,1475.26,1477.42,1464.6,24807,3777197199.0,0.87,0.12,1.74,0.2,-0.03293980373776639,,,34414.25,0.720835119173017,0.243834355317758,0.0,,27.11000000000003,0.0183764217832789,,1.968902209349387,7.504851389809936,1471.426,1470.506,1500.3899999999999,,-11.132715858949723,-8.376856710381361,-2.755859148568362,,1500.3899999999999,1577.6309858477794,1423.1490141522204,27520.2,0.9014106002136613,0.012171359569679963,-0.00609288107879391,0.001180845865682123,0.055047745313194646,0.243834355317758
2024-12-04,600519,1468.59,1468.52,1472.18,1458.52,23924,3626565544.0,0.93,-0.46,-6.74,0.19,-0.033563230493840135,,,33728.9,0.7093027048021133,0.24392754473595826,0.0,,26.248571428571463,0.017874166799615576,,1.9733864962635579,7.50838738931426,1471.616,1468.025,1497.84,,-11.139931866175402,-8.92947174154017,-2.210460124635233,,1497.84,1575.7859961498311,1419.8940038501687,27118.2,0.8822119462206194,0.0006473285771717574,-0.011524030992508205,-0.004568686197687244,0.05656976764158692,0.24392754473595826
2024-12-05,600519,1459.38,1459.52,1466.38,1458.52,16141,2441318387.0,0.54,-0.61,-9.0,0.13,-0.08646395353204062,,,30799.0,0.524075456995357,0.14245472169159473,0.0,,24.76285714285718,0.016966439064115036,,-1.0533452821448404,0.8838765742865418,1470.216,1464.6119999999999,1490.933,,-11.73658336054109,-9.490894065340354,-2.2456892952007355,,1490.933,1554.8560689270523,1427.0099310729477,25556.0,0.6315933635936767,-0.004773204593186642,-0.005420533170358399,-0.006128619290169723,0.07250312178003619,0.14245472169159473
2024-12-06,600519,1461.52,1469.53,1487.42,1456.59,32040,4883148600.0,2.11,0.69,10.01,0.26,-0.05708089240226122,,,29362.45,1.091189597598293,0.12654897047475455,0.0,,25.465714285714334,0.01732915577478128,,-1.0698602153964285,1.6897707581401957,1469.27,1465.931,1486.485,,-11.271776601305646,-9.847070572533413,-1.424706028772233,,1486.485,1542.5069883523195,1430.4630116476803,24746.4,1.2947337794588303,-0.0032083892936116687,0.0015648152995749731,0.006858419206314359,0.08137912275094478,0.12654897047475455
2024-12-09,600519,1470.54,1467.32,1478.24,1461.72,19800,3008173586.0,1.12,-0.15,-2.21,0.16,-0.05121788778749847,,,28159.75,0.7031312422873073,0.1253539233843124,0.0,,23.47642857142861,0.015999528781335093,,-1.2178342156783688,2.1050178965098088,1468.03,1467.9540000000002,1482.5245,,-10.955454763143507,-10.068747410655433,-0.8867073524880738,,1482.5245,1531.4194122205236,1433.6295877794764,23342.4,0.8482418260333127,-0.0042076117053043705,-0.0009992224116927018,-0.0015038821936265157,0.08158883992339994,0.1253539233843124
2024-12-10,600519,1518.52,1495.11,1528.25,1493.7,60312,9421340719.0,2.35,1.89,27.79,0.48,-0.020062658941352396,,,28714.2,2.1004241803706876,0.14001434231568038,0.0,,26.209285714285752,0.017530004959023585,,-0.5330083587940945,2.6924464583231944,1472.0,1471.713,1480.994,,-8.36590967896359,-9.728179864317065,1.3622701853534753,,1480.994,1525.9538161637006,1436.0341838362992,30443.4,1.9811190602889295,0.013455255344820616,0.017662867050124986,0.018939290679606424,0.16448627233926985,0.14001434231568038
2024-12-11,600519,1488.52,1484.12,1503.52,1479.5,29671,4569662604.0,1.61,-0.74,-10.99,0.24,-0.028093934591557512,,,28741.5,1.0323399961727815,0.14161248031403725,0.0,,26.711428571428605,0.01799815956353166,,-0.3836453801383764,2.330012948595753,1475.12,1473.368,1478.849,,-7.118420969945419,-9.206228085442737,2.087807115497318,,1478.849,1518.3216761723932,1439.3763238276067,31592.8,0.9391696842318503,0.01062294010296072,-0.002832315241859895,-0.0073506297195523596,0.17320627018473758,0.14161248031403725
2024-12-12,600519,1480.54,1514.32,1514.52,1477.52,41937,6510547810.0,2.49,2.03,30.2,0.33,-0.0052551368963161815,,,29375.95,1.4275963841169392,0.16098945575073412,0.0,,26.500714285714317,0.01750007546998938,,-0.07198987159824852,1.4296891780511674,1486.08,1478.148,1478.4489999999998,,-3.650805360658296,-8.095143540485848,4.444338179827552,,1478.4489999999998,1516.191065823583,1440.7069341764168,36752.0,1.1410807575097954,0.037546590659943035,0.026923650556982315,0.020348758860469607,0.19409175326942532,0.16098945575073412
2024-12-13,600519,1498.53,1467.52,1503.51,1467.4,49512,7580908315.0,2.38,-3.09,-46.8,0.39,-0.02653364466143071,,,30163.5,1.6414540752896714,0.19212953027566787,0.0,,27.328571428571454,0.018622282100803706,,-0.6750416773672221,1.5145461451267441,1485.6779999999999,1477.474,1476.449,,-4.6257412182180815,-7.401263076032295,2.775521857814214,,1476.449,1511.872815301664,1441.025184698336,40246.4,1.2302218335056054,-0.0013677842575516852,-0.03891437491749472,-0.03090496064240056,0.3352617779592301,0.19212953027566787
2024-12-16,600519,1469.52,1475.72,1477.52,1459.23,32537,4945298799.0,1.25,0.56,8.2,0.26,-0.021094247505837327,,,30435.75,1.0690388769785533,0.19363867391878278,0.0,,26.49214285714288,0.017952011802471256,,-0.7254003841881285,1.4438277565317768,1487.358,1477.694,1474.859,,-4.682733799289508,-6.857557220683738,2.1748234213942297,,1474.859,1507.124621854914,1442.5933781450858,42793.8,0.7603204202477929,0.005724722623558609,0.007092506881110294,0.005587658089838632,0.33715804815729744,0.19363867391878278
2024-12-17,600519,1474.51,1506.52,1517.52,1469.53,54172,8398945449.0,3.25,2.09,30.8,0.43,0.010788760366066352,,,31481.05,1.7207812318839428,0.20428550684426333,0.0,,28.695000000000018,0.019047208135305218,,-0.71996954700554,1.3712944293998608,1489.6399999999999,1480.8200000000002,1475.663,,-2.217041561675387,-5.929454088882068,3.7124125272066806,,1475.663,1510.2791119164274,1441.0468880835726,41565.8,1.3032829874560334,0.007631545505013104,0.0019068228814544952,0.020871167972243976,0.34373172267096036,0.20428550684426333
2024-12-18,600519,1506.49,1520.02,1525.52,1495.62,41162,6440801971.0,1.98,0.9,13.5,0.33,0.01787280775180311,,,32471.9,1.2676190798813742,0.2063985010274378,0.0,,29.188571428571453,0.019202754850970023,,-0.7727172547350567,1.2826281588949466,1496.82,1485.97,1476.9975,,0.8169571038249615,-4.580171850340662,5.397128954165623,,1476.9975,1516.2312394410271,1437.7637605589728,43864.0,0.9384005106693416,0.02418941864539259,0.016557873140379487,0.008961049305684643,0.33606337902997485,0.2063985010274378
2024-12-19,600519,1513.66,1499.53,1516.45,1498.85,24809,3862602665.0,1.16,-1.35,-20.49,0.2,0.00393666521608127,,,32799.25,0.7563892467053362,0.2126891522384413,0.0,,27.715714285714316,0.01848293417651819,,-0.6089596178951473,0.6593452800997195,1493.8619999999999,1489.971,1477.2914999999998,,1.5501816183470964,-3.3541011566031105,4.904282774950207,,1477.2914999999998,1517.1340560768497,1437.44894392315,40438.4,0.6135010287251721,-0.009766759997886787,-0.03395617864327938,-0.01348008578834492,0.32415519877251786,0.2126891522384413
2024-12-20,600519,1503.53,1494.4,1514.2,1492.42,28158,4307425535.0,1.45,-0.34,-5.13,0.22,0.02613400716865577,,,32535.35,0.8654586472867205,0.19143341133399389,0.0,,28.207857142857165,0.01887570740287551,,-0.5980946107500773,1.6662196433775025,1499.2379999999998,1492.4579999999999,1479.1945,,1.6977486127066186,-2.3437312027411648,4.041479815447783,,1479.1945,1518.4550233495977,1439.9339766504024,36167.6,0.7785421205720037,0.01831661578717836,0.028083375785065146,-0.0034210719358731545,0.20575037853807715,0.19143341133399389
2024-12-23,600519,1495.4,1498.85,1510.4,1489.4,21603,3300971424.0,1.41,0.3,4.45,0.17,0.035768335072455804,,,31956.2,0.6760190510761604,0.18930135222441544,0.0,,28.792142857142867,0.019209489179799758,,-0.7330308308138592,2.0211915171968435,1503.864,1495.6109999999999,1481.7824999999998,,2.1490019716752613,-1.4451845678578796,3.594186539533141,,1481.7824999999998,1518.8976300542977,1444.667369945702,33980.8,0.6357413598267256,0.015673705038896202,-0.0026429107482821568,0.002977783725909955,0.20507803572319164,0.18930135222441544
2024-12-24,600519,1497.4,1511.22,1516.4,1493.99,22105,3394160299.0,1.5,0.83,12.37,0.18,0.036843405236291815,,,31774.2,0.695690214073053,0.18973137928539602,0.0,,29.19714285714287,0.0193202464612319,,-0.7388821401947874,1.9898316955975366,1504.8039999999999,1497.2220000000002,1484.4675,,3.4648386264607325,-0.4631799289941572,3.92801855545489,,1484.4675,1521.9599390272303,1446.9750609727696,27567.4,0.8018529132235901,0.003119772721238423,-0.012553932317657779,0.008252993962037714,0.14818031607618404,0.18973137928539602
2024-12-25,600519,1511.2,1502.4,1511.2,1498.5,17123,2621061878.0,0.84,-0.58,-8.82,0.14,0.023733109834624733,,,31333.65,0.546473200536803,0.19064678977872287,0.0,,29.391428571428587,0.01956298493838431,,-0.5711952117202076,1.7217531048274413,1501.2800000000002,1499.05,1486.2089999999998,,3.7526896964327534,0.379993996091225,3.3726957003415285,,1486.2089999999998,1523.632287936792,1448.7857120632077,22759.6,0.7523418689256403,-0.01159195273746394,-0.014711725458702363,-0.005836344145789485,0.13233512010401222,0.19064678977872287
2024-12-26,600519,1506.4,1500.19,1511.18,1495.4,18287,2798840003.0,1.05,-0.15,-2.21,0.15,0.022959114093227484,,,31050.4,0.5889457140648752,0.19076850912479423,0.0,,28.316428571428577,0.018875228185382235,,-0.5600446001312903,1.6996956468805116,1501.412,1497.6370000000002,1487.8925,,3.759152048160786,1.0558256065051372,2.7033264416556486,,1487.8925,1524.6090959177795,1451.1759040822203,21455.2,0.8523341660762892,0.00044013790987840196,0.012032090647342342,-0.0014709797657082024,0.08869115226652785,0.19076850912479423
2024-12-27,600519,1501.3,1501.37,1508.4,1491.9,20759,3170191445.0,1.1,0.08,1.18,0.17,0.018388886627867418,,,30283.95,0.6854786116077989,0.19016176303541815,0.0,,28.315000000000005,0.01885944170990496,,-0.5052293293051554,1.7162207718871343,1502.806,1501.022,1489.248,,3.815506858795061,1.607761856963122,2.207745001831939,,1489.248,1525.8470086722239,1452.6489913277762,19975.4,1.0392282507484205,0.004664079229121931,0.004223941319243529,0.000786567034842145,0.0830145805086116,0.19016176303541815
2024-12-30,600519,1506.37,1497.4,1516.36,1497.4,25130,3849542646.0,1.26,-0.26,-3.97,0.2,0.016206091535914124,,,30199.45,0.8321343600628488,0.19053485537648507,0.0,,25.317142857142844,0.0169074014005228,,-0.47401833861628895,1.6542032398693682,1502.516,1503.19,1490.442,,3.4994827718696797,1.9861060399444337,1.513376731925246,,1490.442,1526.4336297871723,1454.4503702128277,20680.8,1.2151367451936095,-0.000967408346398746,-0.005631487575520677,-0.002644251583553525,0.08391858698906364,0.19053485537648507
2024-12-31,600519,1497.8,1496.4,1517.4,1494.41,39354,6033540366.0,1.54,-0.07,-1.0,0.31,0.014329677480579672,,,30926.8,1.2724885859513433,0.1906081954232983,0.0,,25.243571428571418,0.016869534501852055,,-0.447934755492249,1.6287077203527107,1499.5520000000001,1502.178,1491.499,,3.132233327448148,2.2153314974451765,0.9169018300029714,,1491.499,1526.849269499457,1456.148730500543,24130.6,1.6308753201329433,-0.009806646285782317,-0.00883923793938357,-0.000667824228662961,0.0396437969643704,0.1906081954232983
2025-01-02,600519,1496.4,1460.4,1496.89,1452.4,50029,7490883773.0,2.97,-2.41,-36.0,0.4,-0.005529376515130857,,,32232.05,1.5521507319577874,0.2094816108608642,0.0,,25.778571428571418,0.017651719685409076,,-0.4768914461652867,0.6889844626198669,1491.152,1496.216,1491.093,,-0.06298755724037619,1.759667686508066,-1.8226552437484422,,1491.093,1527.7180245769637,1454.4679754230365,30711.8,1.628982996763459,-0.027955271565495154,-0.018148625279712838,-0.024057738572574205,0.1648939199246147,0.2094816108608642
2025-01-03,600519,1466.9,1447.4,1467.39,1439.41,32628,4836610288.0,1.92,-0.89,-13.0,0.26,-0.008304099978074908,,,33056.4,0.9870403310705339,0.21075096852062325,0.0,,24.42571428571429,0.016875579857478434,,-0.4447888720919153,0.574667608283325,1480.594,1491.0030000000002,1490.487,,-3.602684973366877,0.6871971545330775,-4.289882127899954,,1490.487,1529.626408650026,1451.3475913499742,33580.0,0.9716497915425849,-0.035188876075697095,-0.007233604510201941,-0.008901670775130155,0.1615451313469614,0.21075096852062325
2025-01-06,600519,1425.4,1412.4,1435.06,1405.2,44255,6392479712.0,2.06,-2.42,-35.0,0.35,-0.03887637543976641,,,33667.15,1.3144860791602497,0.22502131935002603,0.0,,26.133571428571436,0.01850295343285998,,-0.2850565950166656,-0.05289691712114231,1462.8000000000002,1482.803,1487.6305,,-9.126918732743661,-1.2756260229222702,-7.851292709821391,,1487.6305,1539.4839069225325,1435.7770930774675,38279.2,1.1561108905097286,-0.05925920992160483,-0.024070333845907732,-0.024181290590023496,0.1808718498530469,0.22502131935002603
2025-01-07,600519,1417.06,1412.6,1424.29,1411.4,24221,3494634227.0,0.91,0.01,0.2,0.19,-0.037292478804896056,,,33888.2,0.7147325617766657,0.2251340391063166,0.0,,23.62642857142857,0.016725490989259927,,-0.3037969868944336,-0.05141249019760868,1445.84,1474.178,1484.8945,,-13.335057219631835,-3.6875122622641836,-9.647544957367652,,1484.8945,1546.1773312782118,1423.6116687217884,38097.4,0.635765170326584,-0.05663149459062389,0.00262771533098094,0.00014160294534115714,0.19084443720032587,0.2251340391063166
2025-01-08,600519,1412.4,1414.9,1424.22,1399.06,35258,5071821246.0,1.78,0.16,2.3,0.28,-0.053648226551892386,,,32635.5,1.0803572796494614,0.21198256559414663,0.0,,23.287857142857142,0.016459012752036994,,-0.3657016610189297,0.3261266765749546,1429.5400000000002,1464.5459999999998,1480.884,,-16.296589570103833,-6.209327723832114,-10.08726184627172,,1480.884,1549.4209237096256,1412.3470762903744,37278.2,0.9458074692447598,-0.0544640470462443,0.002167447544379586,0.001628203313039922,0.1995762906445248,0.21198256559414663
2025-01-09,600519,1421.39,1416.4,1436.98,1405.38,29706,4295852736.0,2.23,0.11,1.5,0.24,-0.045629733444734755,,,32637.25,0.910186979601529,0.2116204891635625,0.0,,24.03285714285713,0.016967563642231804,,-0.4689594438195234,0.4168933129558332,1420.74,1455.9460000000001,1477.498,,-18.31150420856352,-8.629763020778396,-9.681741187785123,,1477.498,1551.8097710021352,1403.1862289978649,33213.6,0.8943926584290773,-0.03012873185428655,0.02433531519195775,0.0010601455933281212,0.17474953711250477,0.2116204891635625
2025-01-10,600519,1419.5,1408.4,1424.35,1408.4,21872,3154677598.0,1.13,-0.56,-8.0,0.17,-0.06994558613767221,,,31634.0,0.6914079787570335,0.19420701490360912,0.0,,23.616428571428546,0.016768267943360227,,-0.6209293126672766,0.7788335212968293,1412.94,1446.767,1472.2019999999998,,-20.319639561105532,-10.967738328843824,-9.351901232261708,,1472.2019999999998,1550.4571270491192,1393.9468729508803,31062.4,0.7041310394560626,-0.02694486665745477,0.003183865196831781,-0.005648121999435207,0.17292231315860254,0.19420701490360912
2025-01-13,600519,1397.4,1416.38,1416.84,1394.41,21083,3030806870.0,1.59,0.57,7.98,0.17,-0.03484790667248139,,,30212.55,0.6978225935910739,0.16741754423463528,0.0,,23.71857142857139,0.016745909592462044,,-0.493505266863747,1.2246187189037707,1413.736,1438.268,1469.645,,-21.02482093918138,-12.979154850911335,-8.045666088270046,,1469.645,1551.7896322684962,1387.5003677315037,26428.0,0.7977523838353262,0.002817898612291092,0.02976276526974586,0.005666003976143141,0.0645693815980685,0.16741754423463528
2025-01-14,600519,1417.35,1444.9,1451.08,1414.4,30957,4535651504.0,2.59,2.01,28.52,0.25,-0.020884720678719493,,,30133.55,1.0273266840448603,0.1830711756596589,0.0,,24.737857142857088,0.017120809151399463,,-0.20485104051657435,0.7437051779714274,1420.1960000000001,1433.0180000000003,1468.104,,-19.062614657739914,-14.195846812277052,-4.866767845462862,,1468.104,1550.9223601306921,1385.285639869308,27775.2,1.1145554307439731,0.022865637830950192,0.0200477392186591,0.02013583925217799,0.15244483946576826,0.1830711756596589
2025-01-15,600519,1439.4,1443.67,1447.0,1432.41,18399,2701518712.0,1.01,-0.09,-1.23,0.15,-0.041718662878687196,,,28344.9,0.6491114803721304,0.1638992926194331,0.0,,24.87142857142851,0.01722791813324964,,-0.48869236844630953,1.32981211137902,1425.95,1427.7450000000001,1464.9615,,-17.406155438289034,-14.83790853747945,-2.5682469008095836,,1464.9615,1546.4004133096262,1383.5225866903736,24403.4,0.7539523181196063,0.020333592480033857,-0.0025320453509163343,-0.0008512699840819149,0.15642199175483382,0.1638992926194331
2025-01-16,600519,1446.4,1418.78,1455.06,1414.4,26342,3840411437.0,2.82,-1.72,-24.89,0.21,-0.0666043867843844,,,27603.9,0.9542854451726024,0.16685653578098658,0.0,,26.64857142857136,0.01878273687856564,,-0.28873998186833416,0.912591903043171,1426.4260000000002,1423.583,1459.8995,,-17.895526073325527,-15.449432044648667,-2.4460940286768604,,1459.8995,1539.493502015493,1380.305497984507,23730.6,1.110043572433904,0.0016803162948317851,-0.018653276185202072,-0.017240782173211344,0.21975961989002019,0.16685653578098658
2025-01-17,600519,1418.79,1427.15,1433.4,1418.78,18309,2663227309.0,1.03,0.59,8.37,0.15,-0.04826845745000097,,,27278.9,0.6711780900256241,0.16548420944965303,0.0,,26.514285714285652,0.018578485593165155,,-0.5123442926619303,1.2082039854997473,1430.176,1421.5580000000002,1456.2805,,-17.4073061882591,-15.841006873370754,-1.5662993148883455,,1456.2805,1534.8629869936394,1377.6980130063607,23018.0,0.7954209748892171,0.013312979267253722,0.011632662972421937,0.005899434725609387,0.21493491260898526,0.16548420944965303
2025-01-20,600519,1433.4,1447.2,1462.19,1432.4,31410,4647626351.0,2.09,1.4,20.05,0.25,-0.03158458244111351,,,27441.5,1.1446167301350145,0.17540248994357585,0.0,,27.662857142857092,0.019114743741609378,,-0.5007108259719318,0.7225842092079653,1436.34,1425.038,1453.9205,,-15.226993672172739,-15.718204233131152,0.49121056095841276,,1453.9205,1530.4920375112865,1377.3489624887134,25083.4,1.2522225854549223,0.021759697256386046,0.008446717989132324,0.014048978733840034,0.2298882806789043,0.17540248994357585
2025-01-21,600519,1453.4,1440.55,1454.4,1437.4,16856,2481821229.0,1.17,-0.46,-6.65,0.13,-0.03889648730693529,,,27204.15,0.6196113460630087,0.1748715434785773,0.0,,27.23499999999995,0.018905973412932525,,-0.395951740263754,0.6959703547841235,1435.47,1427.833,1451.0055,,-13.875728952479449,-15.349709177000811,1.4739802245213625,,1451.0055,1524.7623801358131,1377.2486198641868,22263.2,0.7571238635955299,-0.0030105889680948072,-0.024770286224480853,-0.004595080154781717,0.18610465765090506,0.1748715434785773
2025-01-22,600519,1435.67,1413.4,1440.35,1410.4,28294,4088101682.0,2.08,-1.88,-27.15,0.23,-0.06472915922235012,,,27513.6,1.0283641544545243,0.1803272019773922,0.0,,26.210714285714225,0.018544441973761303,,-0.19690513881139957,0.2820219116067894,1429.416,1427.6830000000002,1446.1145000000001,,-14.82472976807594,-15.244713295215838,0.41998352713989817,,1446.1145000000001,1515.9267557405165,1376.3022442594838,24242.2,1.1671382960292382,-0.020967395595946403,-0.017956806627851596,-0.018846968171878697,0.22725530193269106,0.1803272019773922
2025-01-23,600519,1422.37,1415.4,1440.4,1410.4,27125,3932700850.0,2.12,0.14,2.0,0.22,-0.05790734824281152,,,28013.7,0.9682762362701107,0.18079956960445695,0.0,,26.354999999999936,0.018620178041542982,,-0.2967617057106111,0.28247684299427206,1428.74,1427.583,1441.7645,,-15.239761976670707,-15.243723031506812,0.00396105483610576,,1441.7645,1507.5347388222606,1375.9942611777394,24398.8,1.111735003360821,-0.0023823284793976773,0.018585067116548726,0.0014150275930380207,0.1959775803795018,0.18079956960445695
